,Sightings,NumSurveys,Butterflies_per_Survey,Order,Trend,Seasonal,Residuals
2012-03-01,10.0,2.0,5.0,134,5.923641666666667,-5.184103051900585,4.260461385233918
2012-04-01,156.0,22.0,7.0909,135,6.024991666666667,2.544829623538012,-1.4789212902046782
2012-05-01,278.0,32.0,8.6875,136,6.024991666666667,3.2843927814327487,-0.6218844480994155
2012-06-01,175.0,30.0,5.8333,137,6.024991666666667,4.415266465643274,-4.6069581323099404
2012-07-01,649.0,34.0,19.0882,138,6.024991666666667,19.469933570906434,-6.4067252375731005
2012-08-01,581.0,35.0,16.6,139,6.024991666666667,9.969649360380119,0.6053589729532156
2012-09-01,310.0,31.0,10.0,140,5.816658333333333,1.090366904239766,3.092974762426901
2012-10-01,0.0,0.0,0.0,141,5.59065,-6.36395831505848,0.7733083150584799
2012-11-01,0.0,0.0,0.0,142,5.623320833333333,-7.283924981725146,1.6606041483918137
2012-12-01,0.0,0.0,0.0,143,5.755966666666668,-7.293901955409357,1.5379352887426894
2013-01-01,0.0,0.0,0.0,144,5.933649999999999,-7.321386604532164,1.387736604532165
2013-02-01,0.0,0.0,0.0,145,6.208058333333333,-7.327163797514621,1.1191054641812883
2013-03-01,0.0,0.0,0.0,146,6.3206750000000005,-5.184103051900585,-1.1365719480994159
2013-04-01,220.0,33.0,6.6667,147,6.254266666666666,2.544829623538012,-2.1323962902046785
2013-05-01,475.0,48.0,9.8958,148,6.254266666666666,3.2843927814327487,0.3571405519005846
2013-06-01,367.0,47.0,7.8085,149,6.254266666666666,4.415266465643274,-2.86103313230994
2013-07-01,1133.0,53.0,21.3774,150,6.254266666666666,19.469933570906434,-4.346800237573099
2013-08-01,1212.0,58.0,20.8966,151,6.254266666666666,9.969649360380119,4.672683972953214
2013-09-01,269.0,32.0,8.4062,152,6.351487499999999,1.090366904239766,0.9643455957602349
2013-10-01,0.0,0.0,0.0,153,6.58665,-6.36395831505848,-0.2226916849415197
2013-11-01,0.0,0.0,0.0,154,6.685129166666666,-7.283924981725146,0.5987958150584802
2013-12-01,0.0,0.0,0.0,155,6.747395833333333,-7.293901955409357,0.5465061220760239
2014-01-01,0.0,0.0,0.0,156,6.996208333333333,-7.321386604532164,0.3251782711988316
2014-02-01,0.0,0.0,0.0,157,6.818141666666666,-7.327163797514621,0.5090221308479554
2014-03-01,7.0,3.0,2.3333,158,6.471437499999999,-5.184103051900585,1.0459655519005855
2014-04-01,439.0,44.0,9.9773,159,6.574883333333332,2.544829623538012,0.8575870431286554
2014-05-01,349.0,39.0,8.9487,160,6.699883333333332,3.2843927814327487,-1.0355761147660805
2014-06-01,533.0,52.0,10.25,161,6.699883333333332,4.415266465643274,-0.8651497989766064
2014-07-01,1345.0,54.0,24.9074,162,6.699883333333332,19.469933570906434,-1.2624169042397675
2014-08-01,563.0,43.0,13.093,163,6.699883333333332,9.969649360380119,-3.5765326937134514
2014-09-01,284.0,36.0,7.8889,164,6.602662499999999,1.090366904239766,0.19587059576023447
2014-10-01,6.0,2.0,3.0,165,6.575833333333333,-6.36395831505848,2.7881249817251472
2014-11-01,0.0,0.0,0.0,166,6.696512499999999,-7.283924981725146,0.5874124817251474
2014-12-01,0.0,0.0,0.0,167,6.736383333333333,-7.293901955409357,0.5575186220760235
2015-01-01,0.0,0.0,0.0,168,6.650083333333333,-7.321386604532164,0.6713032711988314
2015-02-01,0.0,0.0,0.0,169,6.644187499999999,-7.327163797514621,0.6829762975146219
2015-03-01,0.0,0.0,0.0,170,6.687270833333333,-5.184103051900585,-1.5031677814327482
2015-04-01,525.0,45.0,11.6667,171,6.5353666666666665,2.544829623538012,2.586503709795322
2015-05-01,457.0,45.0,10.1556,172,6.4103666666666665,3.2843927814327487,0.4608405519005845
2015-06-01,460.0,46.0,10.0,173,6.4103666666666665,4.415266465643274,-0.8256331323099406
2015-07-01,1339.0,58.0,23.0862,174,6.4103666666666665,19.469933570906434,-2.7941002375730974
2015-08-01,650.0,44.0,14.7727,175,6.4103666666666665,9.969649360380119,-1.6073160270467852
2015-09-01,268.0,37.0,7.2432,176,6.4103666666666665,1.090366904239766,-0.2575335709064326
2015-10-01,0.0,0.0,0.0,177,6.139879166666667,-6.36395831505848,0.2240791483918132
2015-11-01,0.0,0.0,0.0,178,5.8635416666666655,-7.283924981725146,1.4203833150584808
2015-12-01,0.0,0.0,0.0,179,5.737775,-7.293901955409357,1.5561269554093569
2016-01-01,0.0,0.0,0.0,180,5.585716666666666,-7.321386604532164,1.7356699378654978
2016-02-01,0.0,0.0,0.0,181,5.614916666666667,-7.327163797514621,1.7122471308479543
2016-03-01,0.0,0.0,0.0,182,5.6678999999999995,-5.184103051900585,-0.48379694809941487
2016-04-01,207.0,40.0,5.175,183,5.742874999999999,2.544829623538012,-3.112704623538011
2016-05-01,661.0,66.0,10.0152,184,5.826208333333333,3.2843927814327487,0.9045988852339186
2016-06-01,292.0,41.0,7.122,185,5.826208333333333,4.415266465643274,-3.119474798976607
2016-07-01,1205.0,54.0,22.3148,186,5.826208333333333,19.469933570906434,-2.981341904239766
2016-08-01,796.0,49.0,16.2449,187,5.826208333333333,9.969649360380119,0.4490423062865485
2016-09-01,331.0,47.0,7.0426,188,6.0067625,1.090366904239766,-0.05452940423976549
2016-10-01,2.0,1.0,2.0,189,6.3512208333333335,-6.36395831505848,2.0127374817251464
2016-11-01,0.0,0.0,0.0,190,6.446095833333334,-7.283924981725146,0.8378291483918128
2016-12-01,0.0,0.0,0.0,191,6.556508333333333,-7.293901955409357,0.7373936220760235
2017-01-01,0.0,0.0,0.0,192,6.793008333333333,-7.321386604532164,0.5283782711988314
2017-02-01,0.0,0.0,0.0,193,6.683929166666666,-7.327163797514621,0.6432346308479548
2017-03-01,13.0,3.0,4.3333,194,6.538933333333333,-5.184103051900585,2.9784697185672524
2017-04-01,419.0,46.0,9.1087,195,6.476741666666666,2.544829623538012,0.08712870979532239
2017-05-01,443.0,53.0,8.3585,196,6.393408333333333,3.2843927814327487,-1.3193011147660827
2017-06-01,640.0,56.0,11.4286,197,6.393408333333333,4.415266465643274,0.619925201023392
2017-07-01,1350.0,57.0,23.6842,198,6.393408333333333,19.469933570906434,-2.179141904239767
2017-08-01,809.0,66.0,12.2576,199,6.393408333333333,9.969649360380119,-4.105457693713452
2017-09-01,302.0,40.0,7.55,200,6.212854166666666,1.090366904239766,0.24677892909356758
2017-10-01,0.0,0.0,0.0,201,5.996520833333333,-6.36395831505848,0.3674374817251467
2017-11-01,0.0,0.0,0.0,202,6.2206874999999995,-7.283924981725146,1.0632374817251469
2017-12-01,0.0,0.0,0.0,203,6.704441666666667,-7.293901955409357,0.5894602887426901
2018-01-01,0.0,0.0,0.0,204,7.4873625,-7.321386604532164,-0.16597589546783542
2018-02-01,0.0,0.0,0.0,205,8.343033333333333,-7.327163797514621,-1.0158695358187115
2018-03-01,0.0,0.0,0.0,206,8.6863875,-5.184103051900585,-3.5022844480994157
2018-04-01,363.0,44.0,8.25,207,8.816516666666667,2.544829623538012,-3.1113462902046787
2018-05-01,1051.0,72.0,14.5972,208,8.899849999999999,3.2843927814327487,2.412957218567253
2018-06-01,1008.0,60.0,16.8,209,8.899849999999999,4.415266465643274,3.4848835343567277
2018-07-01,2523.0,68.0,37.1029,210,8.899849999999999,19.469933570906434,8.733116429093563
2018-08-01,1085.0,56.0,19.375,211,8.899849999999999,9.969649360380119,0.505500639619882
2018-09-01,451.0,52.0,8.6731,212,9.399849999999999,1.090366904239766,-1.817116904239765
2018-10-01,8.0,4.0,2.0,213,9.988045833333333,-6.36395831505848,-1.6240875182748526
2018-11-01,0.0,0.0,0.0,214,9.825254166666667,-7.283924981725146,-2.541329184941521
2018-12-01,0.0,0.0,0.0,215,9.327625,-7.293901955409357,-2.0337230445906425
2019-01-01,0.0,0.0,0.0,216,8.674233333333333,-7.321386604532164,-1.3528467288011692
2019-02-01,0.0,0.0,0.0,217,8.140745833333332,-7.327163797514621,-0.8135820358187109
2019-03-01,24.0,2.0,12.0,218,8.012091666666665,-5.184103051900585,9.172011385233919
2019-04-01,622.0,60.0,10.3667,219,8.031008333333332,2.544829623538012,-0.2091379568713445
2019-05-01,583.0,68.0,8.5735,220,8.051841666666666,3.2843927814327487,-2.762734448099416
2019-06-01,729.0,67.0,10.8806,221,8.051841666666666,4.415266465643274,-1.586508132309941
2019-07-01,2406.0,88.0,27.3409,222,8.051841666666666,19.469933570906434,-0.18087523757309754
2019-08-01,1274.0,78.0,16.3333,223,8.051841666666666,9.969649360380119,-1.6881910270467841
2019-09-01,509.0,59.0,8.6271,224,7.843508333333333,1.090366904239766,-0.30677523757309877
2019-10-01,5.0,2.0,2.5,225,7.7052125,-6.36395831505848,1.15874581505848
2019-11-01,0.0,0.0,0.0,226,7.7473875,-7.283924981725146,-0.46346251827485396
2019-12-01,0.0,0.0,0.0,227,7.855908333333334,-7.293901955409357,-0.5620063779239768
2020-01-01,0.0,0.0,0.0,228,8.032774999999999,-7.321386604532164,-0.7113883954678348
2020-02-01,0.0,0.0,0.0,229,8.014304166666667,-7.327163797514621,-0.6871403691520461
2020-03-01,14.0,2.0,7.0,230,7.960016666666665,-5.184103051900585,4.224086385233919
2020-04-01,253.0,21.0,12.0476,231,7.985516666666666,2.544829623538012,1.517253709795321
2020-05-01,332.0,42.0,7.9048,232,8.00635,3.2843927814327487,-3.3859427814327483
2020-06-01,736.0,52.0,14.1538,233,8.00635,4.415266465643274,1.732183534356727
2020-07-01,1812.0,64.0,28.3125,234,,19.469933570906434,
2020-08-01,731.0,49.0,14.9184,235,,9.969649360380119,
2020-09-01,402.0,46.0,8.7391,236,,1.090366904239766,
2020-10-01,9.0,3.0,3.0,237,,-6.36395831505848,
2020-11-01,0.0,0.0,0.0,238,,-7.283924981725146,
2020-12-01,0.0,0.0,0.0,239,,-7.293901955409357,
